Transaction Type,Timekeeper Nickname 1,Client Nickname 1,Activity Nickname 1,Reference Nickname 1,Extra,Transaction Date,Hold
Time,JamesR,Plympton,Fix,III-Project,Slip: t1995,9/7/2013,No
Time,SamS,Princeton,DesignS,OOO-Project,Slip: t1996,9/7/2013,No
Time,ShawnR,Provincetown,Bid,PROVI-Project01,Slip: t1997,9/7/2013,No
Time,TomH,Quincy,Clean,QUINC-Project02,Slip: t1998,9/7/2013,No
Time,CoreyM,Randolph,DesignL,UUU-Project,Slip: t1999,9/7/2013,No
Time,ElvisP,Raynham,Planting,,Slip: t2000,9/7/2013,Yes
Time,JamesR,Reading,Lot Maintenance,AAA-Project,Slip: t2001,9/8/2013,No
Time,SamS,Rehoboth,Water Feature,EEE-Project,Slip: t2002,9/8/2013,No
Time,ShawnR,Revere,Pave,III-Project,Slip: t2003,9/8/2013,No
Time,TomH,Richmond,DemoL,OOO-Project,Slip: t2004,9/8/2013,No
Time,CoreyM,Rochester,Build Structure,ROCHE-Project01,Slip: t2005,9/8/2013,No
Time,ElvisP,Rockland,DemoS,ROCKL-Project02,Slip: t2006,9/8/2013,No
Time,JamesR,Rockport,Fix,UUU-Project,Slip: t2007,9/8/2013,No
Time,SamS,Rowe,DesignS,,Slip: t2008,9/8/2013,No
Time,ShawnR,Rowley,Bid,AAA-Project,Slip: t2009,9/9/2013,No
Time,TomH,Royalston,Clean,EEE-Project,Slip: t2010,9/9/2013,No
Time,CoreyM,Russell,DesignL,III-Project,Slip: t2011,9/9/2013,No
Time,ElvisP,Rutland,Planting,OOO-Project,Slip: t2012,9/9/2013,No
Time,JamesR,Salem,Lot Maintenance,SALEM-Project01,Slip: t2013,9/9/2013,No
Time,SamS,Salisbury,Water Feature,SALIS-Project02,Slip: t2014,9/9/2013,No
Time,ShawnR,Sandisfield,Pave,UUU-Project,Slip: t2015,9/9/2013,No
Time,TomH,Sandwich,DemoL,,Slip: t2016,9/9/2013,No
Time,CoreyM,Saugus,Build Structure,AAA-Project,Slip: t2017,9/10/2013,No
Time,ElvisP,Savoy,DemoS,EEE-Project,Slip: t2018,9/10/2013,No
Time,JamesR,Scituate,Fix,III-Project,Slip: t2019,9/10/2013,No
Time,SamS,Seekonk,DesignS,OOO-Project,Slip: t2020,9/10/2013,No
Time,ShawnR,Sharon,Bid,SHARO-Project01,Slip: t2021,9/10/2013,No
Time,TomH,Sheffield,Clean,SHEFF-Project02,Slip: t2022,9/10/2013,No
Time,CoreyM,Shelburne,DesignL,UUU-Project,Slip: t2023,9/10/2013,No
Time,ElvisP,Sherborn,Planting,,Slip: t2024,9/10/2013,No
Time,JamesR,Shirley,Lot Maintenance,AAA-Project,Slip: t2025,9/11/2013,Yes
Time,SamS,Shrewsbury,Water Feature,EEE-Project,Slip: t2026,9/11/2013,No
Time,ShawnR,Shutesbury,Pave,III-Project,Slip: t2027,9/11/2013,No
Time,TomH,Somerset,DemoL,OOO-Project,Slip: t2028,9/11/2013,No
Time,CoreyM,Somerville,Build Structure,SOMER-Project01,Slip: t2029,9/11/2013,No
Time,ElvisP,South Hadley,DemoS,SOUTH-Project02,Slip: t2030,9/11/2013,No
Time,JamesR,Southampton,Fix,UUU-Project,Slip: t2031,9/11/2013,No
Time,SamS,Southborough,DesignS,,Slip: t2032,9/11/2013,No
Time,ShawnR,Southbridge,Bid,AAA-Project,Slip: t2033,9/12/2013,No
Time,TomH,Southwick,Clean,EEE-Project,Slip: t2034,9/12/2013,No
Time,CoreyM,Spencer,DesignL,III-Project,Slip: t2035,9/12/2013,No
Time,ElvisP,Springfield,Planting,OOO-Project,Slip: t2036,9/12/2013,No
Time,JamesR,Sterling,Lot Maintenance,STERL-Project01,Slip: t2037,9/12/2013,No
Time,SamS,Stockbridge,Water Feature,STOCK-Project02,Slip: t2038,9/12/2013,No
Time,ShawnR,Stoneham,Pave,UUU-Project,Slip: t2039,9/12/2013,No
Time,TomH,Stoughton,DemoL,,Slip: t2040,9/12/2013,No
Time,CoreyM,Stow,Build Structure,AAA-Project,Slip: t2041,9/13/2013,No
Time,ElvisP,Sturbridge,DemoS,EEE-Project,Slip: t2042,9/13/2013,No
Time,JamesR,Sudbury,Fix,III-Project,Slip: t2043,9/13/2013,No
Time,SamS,Sunderland,DesignS,OOO-Project,Slip: t2044,9/13/2013,No
Time,ShawnR,Sutton,Bid,SUTTO-Project01,Slip: t2045,9/13/2013,No
Time,TomH,Swampscott,Clean,SWAMP-Project02,Slip: t2046,9/13/2013,No
Time,CoreyM,Swansea,DesignL,UUU-Project,Slip: t2047,9/13/2013,No
Time,ElvisP,Taunton,Planting,,Slip: t2048,9/13/2013,No
Time,JamesR,Templeton,Lot Maintenance,AAA-Project,Slip: t2049,9/14/2013,No
Time,SamS,Tewksbury,Water Feature,EEE-Project,Slip: t2050,9/14/2013,Yes
Time,ShawnR,Tisbury,Pave,III-Project,Slip: t2051,9/14/2013,No
Time,TomH,Tolland,DemoL,OOO-Project,Slip: t2052,9/14/2013,No
Time,CoreyM,Topsfield,Build Structure,TOPSF-Project01,Slip: t2053,9/14/2013,No
Time,ElvisP,Townsend,DemoS,TOWNS-Project02,Slip: t2054,9/14/2013,No
Time,JamesR,Truro,Fix,UUU-Project,Slip: t2055,9/14/2013,No
Time,SamS,Tyngsborough,DesignS,,Slip: t2056,9/14/2013,No
Time,ShawnR,Tyringham,Bid,AAA-Project,Slip: t2057,9/15/2013,No
Time,TomH,Upton,Clean,EEE-Project,Slip: t2058,9/15/2013,No
Time,CoreyM,Uxbridge,DesignL,III-Project,Slip: t2059,9/15/2013,No
Time,ElvisP,Wakefield,Planting,OOO-Project,Slip: t2060,9/15/2013,No
Time,JamesR,Wales,Lot Maintenance,UUU-Project,Slip: t2061,9/15/2013,No
Time,SamS,Walpole,Water Feature,WALPO-Project01,Slip: t2062,9/15/2013,No
Time,ShawnR,Waltham,Pave,WALTH-Project02,Slip: t2063,9/15/2013,No
Time,TomH,Ware,DemoL,,Slip: t2064,9/15/2013,No
Time,CoreyM,Wareham,Build Structure,AAA-Project,Slip: t2065,9/16/2013,No
Time,ElvisP,Warren,DemoS,EEE-Project,Slip: t2066,9/16/2013,No
Time,JamesR,Warwick,Fix,III-Project,Slip: t2067,9/16/2013,No
Time,SamS,Washington,DesignS,OOO-Project,Slip: t2068,9/16/2013,No
Time,ShawnR,Watertown,Bid,UUU-Project,Slip: t2069,9/16/2013,No
Time,TomH,Wayland,Clean,WAYLA-Project01,Slip: t2070,9/16/2013,No
Time,CoreyM,Webster,DesignL,WEBST-Project02,Slip: t2071,9/16/2013,No
Time,ElvisP,Wellesley,Planting,,Slip: t2072,9/16/2013,No
Time,JamesR,Wellfleet,Lot Maintenance,AAA-Project,Slip: t2073,9/17/2013,No
Time,SamS,Wendell,Water Feature,EEE-Project,Slip: t2074,9/17/2013,No
Time,ShawnR,Wenham,Pave,III-Project,Slip: t2075,9/17/2013,Yes
Time,TomH,West Boylston,DemoL,OOO-Project,Slip: t2076,9/17/2013,No
Time,CoreyM,West Bridgewater,Build Structure,UUU-Project,Slip: t2077,9/17/2013,No
Time,ElvisP,West Brookfield,DemoS,WESTB-Project01,Slip: t2078,9/17/2013,No
Time,JamesR,West Newbury,Fix,WESTN-Project02,Slip: t2079,9/17/2013,No
Time,SamS,West Springfield,DesignS,,Slip: t2080,9/17/2013,No
Time,ShawnR,West Stockbridge,Bid,AAA-Project,Slip: t2081,9/18/2013,No
Time,TomH,West Tisbury,Clean,EEE-Project,Slip: t2082,9/18/2013,No
Time,CoreyM,Westborough,DesignL,III-Project,Slip: t2083,9/18/2013,No
Time,ElvisP,Westfield,Planting,OOO-Project,Slip: t2084,9/18/2013,No
Time,JamesR,Westford,Lot Maintenance,UUU-Project,Slip: t2085,9/18/2013,No
Time,SamS,Westhampton,Water Feature,WESTH-Project01,Slip: t2086,9/18/2013,No
Time,ShawnR,Westminster,Pave,WESTM-Project02,Slip: t2087,9/18/2013,No
Time,TomH,Weston,DemoL,,Slip: t2088,9/18/2013,No
Time,CoreyM,Westport,Build Structure,AAA-Project,Slip: t2089,9/19/2013,No
Time,ElvisP,Westwood,DemoS,EEE-Project,Slip: t2090,9/19/2013,No
Time,JamesR,Weymouth,Fix,III-Project,Slip: t2091,9/19/2013,No
Time,SamS,Whately,DesignS,OOO-Project,Slip: t2092,9/19/2013,No
Time,ShawnR,Whitman,Bid,UUU-Project,Slip: t2093,9/19/2013,No
Time,TomH,Wilbraham,Clean,WILBR-Project01,Slip: t2094,9/19/2013,No
Time,CoreyM,Williamsburg,DesignL,WILLI-Project02,Slip: t2095,9/19/2013,No
Time,ElvisP,Williamstown,Planting,,Slip: t2096,9/19/2013,No
Time,JamesR,Wilmington,Lot Maintenance,AAA-Project,Slip: t2097,9/20/2013,No
Time,SamS,Winchendon,Water Feature,EEE-Project,Slip: t2098,9/20/2013,No
Time,ShawnR,Winchester,Pave,III-Project,Slip: t2099,9/20/2013,No
Time,TomH,Windsor,DemoL,OOO-Project,Slip: t2100,9/20/2013,Yes
Time,CoreyM,Winthrop,Build Structure,UUU-Project,Slip: t2101,9/20/2013,No
Time,ElvisP,Woburn,DemoS,WOBUR-Project01,Slip: t2102,9/20/2013,No
Time,JamesR,Worcester,Fix,WORCE-Project02,Slip: t2103,9/20/2013,No
Time,SamS,Worthington,DesignS,,Slip: t2104,9/20/2013,No
Time,ShawnR,Wrentham,Bid,AAA-Project,Slip: t2105,9/21/2013,No
Time,TomH,Yarmouth,Clean,EEE-Project,Slip: t2106,9/21/2013,No
Expense,CoreyM,Abington,Plants,ABING-Project02,Slip: e2107,9/21/2013,No
Expense,ElvisP,Acton,Landscape Supplies,EEE-Project,Slip: e2108,9/21/2013,No
Expense,JamesR,Acushnet,Snacks,III-Project,Slip: e2109,9/21/2013,No
Expense,SamS,Adams,Consultants,OOO-Project,Slip: e2110,9/21/2013,No
Expense,ShawnR,Agawam,Hand Tools,UUU-Project,Slip: e2111,9/21/2013,No
Expense,TomH,Alford,Power Tools,,Slip: e2112,9/21/2013,No
Expense,CoreyM,Amesbury,Cleanup Supplies,AAA-Project,Slip: e2113,9/22/2013,No
Expense,ElvisP,Amherst,Pavers,AMHER-Project01,Slip: e2114,9/22/2013,No
Expense,JamesR,Andover,Wood,ANDOV-Project02,Slip: e2115,9/22/2013,No
Expense,SamS,Aquinnah,First aid,EEE-Project,Slip: e2116,9/22/2013,No
Expense,ShawnR,Arlington,Plants,III-Project,Slip: e2117,9/22/2013,No
Expense,TomH,Ashburnham,Landscape Supplies,OOO-Project,Slip: e2118,9/22/2013,No
Expense,CoreyM,Ashby,Snacks,UUU-Project,Slip: e2119,9/22/2013,No
Expense,ElvisP,Ashfield,Consultants,,Slip: e2120,9/22/2013,No
Expense,JamesR,Ashland,Hand Tools,AAA-Project,Slip: e2121,9/23/2013,No
Expense,SamS,Athol,Power Tools,ATHOL-Project01,Slip: e2122,9/23/2013,No
Expense,ShawnR,Attleboro,Cleanup Supplies,ATTLE-Project02,Slip: e2123,9/23/2013,No
Expense,TomH,Auburn,Pavers,EEE-Project,Slip: e2124,9/23/2013,No
Expense,CoreyM,Avon,Wood,III-Project,Slip: e2125,9/23/2013,Yes
Expense,ElvisP,Ayer,First aid,OOO-Project,Slip: e2126,9/23/2013,No
Expense,JamesR,Barnstable,Plants,UUU-Project,Slip: e2127,9/23/2013,No
Expense,SamS,Barre,Landscape Supplies,,Slip: e2128,9/23/2013,No
Expense,ShawnR,Becket,Snacks,AAA-Project,Slip: e2129,9/24/2013,No
Expense,TomH,Bedford,Consultants,BEDFO-Project01,Slip: e2130,9/24/2013,No
Expense,CoreyM,Belchertown,Hand Tools,BELCH-Project02,Slip: e2131,9/24/2013,No
Expense,ElvisP,Bellingham,Power Tools,EEE-Project,Slip: e2132,9/24/2013,No
Expense,JamesR,Belmont,Cleanup Supplies,III-Project,Slip: e2133,9/24/2013,No
Expense,SamS,Berkley,Pavers,OOO-Project,Slip: e2134,9/24/2013,No
Expense,ShawnR,Berlin,Wood,UUU-Project,Slip: e2135,9/24/2013,No
Expense,TomH,Bernardston,First aid,,Slip: e2136,9/24/2013,No
Expense,CoreyM,Beverly,Plants,AAA-Project,Slip: e2137,9/25/2013,No
Expense,ElvisP,Billerica,Landscape Supplies,BILLE-Project01,Slip: e2138,9/25/2013,No
Expense,JamesR,Blackstone,Snacks,BLACK-Project02,Slip: e2139,9/25/2013,No
Expense,SamS,Blandford,Consultants,EEE-Project,Slip: e2140,9/25/2013,No
Expense,ShawnR,Bolton,Hand Tools,III-Project,Slip: e2141,9/25/2013,No
Expense,TomH,Boston,Power Tools,OOO-Project,Slip: e2142,9/25/2013,No
Expense,CoreyM,Bourne,Cleanup Supplies,UUU-Project,Slip: e2143,9/25/2013,No
Expense,ElvisP,Boxborough,Pavers,,Slip: e2144,9/25/2013,No
Expense,JamesR,Boxford,Wood,AAA-Project,Slip: e2145,9/26/2013,No
Expense,SamS,Boylston,First aid,BOYLS-Project01,Slip: e2146,9/26/2013,No
Expense,ShawnR,Braintree,Plants,BRAIN-Project02,Slip: e2147,9/26/2013,No
Expense,TomH,Brewster,Landscape Supplies,EEE-Project,Slip: e2148,9/26/2013,No
Expense,CoreyM,Bridgewater,Snacks,III-Project,Slip: e2149,9/26/2013,No
Expense,ElvisP,Brimfield,Consultants,OOO-Project,Slip: e2150,9/26/2013,Yes
Expense,JamesR,Brockton,Hand Tools,UUU-Project,Slip: e2151,9/26/2013,No
Expense,SamS,Brookfield,Power Tools,,Slip: e2152,9/26/2013,No
Expense,ShawnR,Brookline,Cleanup Supplies,AAA-Project,Slip: e2153,9/27/2013,No
Expense,TomH,Buckland,Pavers,BUCKL-Project01,Slip: e2154,9/27/2013,No
Expense,CoreyM,Burlington,Wood,BURLI-Project02,Slip: e2155,9/27/2013,No
Expense,ElvisP,Cambridge,First aid,EEE-Project,Slip: e2156,9/27/2013,No
Expense,JamesR,Canton,Plants,III-Project,Slip: e2157,9/27/2013,No
Expense,SamS,Carlisle,Landscape Supplies,OOO-Project,Slip: e2158,9/27/2013,No
Expense,ShawnR,Carver,Snacks,UUU-Project,Slip: e2159,9/27/2013,No
Expense,TomH,Charlemont,Consultants,,Slip: e2160,9/27/2013,No
Expense,CoreyM,Charlton,Hand Tools,AAA-Project,Slip: e2161,9/28/2013,No
Expense,ElvisP,Chatham,Power Tools,CHATH-Project01,Slip: e2162,9/28/2013,No
Expense,JamesR,Chelmsford,Cleanup Supplies,CHELM-Project02,Slip: e2163,9/28/2013,No
Expense,SamS,Chelsea,Pavers,EEE-Project,Slip: e2164,9/28/2013,No
Expense,ShawnR,Cheshire,Wood,III-Project,Slip: e2165,9/28/2013,No
Expense,TomH,Chester,First aid,OOO-Project,Slip: e2166,9/28/2013,No
Expense,CoreyM,Chesterfield,Plants,UUU-Project,Slip: e2167,9/28/2013,No
Expense,ElvisP,Chicopee,Landscape Supplies,,Slip: e2168,9/28/2013,No
Expense,JamesR,Chilmark,Snacks,AAA-Project,Slip: e2169,9/29/2013,No
Expense,SamS,Clarksburg,Consultants,CLARK-Project01,Slip: e2170,9/29/2013,No
Expense,ShawnR,Clinton,Hand Tools,CLINT-Project02,Slip: e2171,9/29/2013,No
Expense,TomH,Cohasset,Power Tools,EEE-Project,Slip: e2172,9/29/2013,No
Expense,CoreyM,Colrain,Cleanup Supplies,III-Project,Slip: e2173,9/29/2013,No
Expense,ElvisP,Concord,Pavers,OOO-Project,Slip: e2174,9/29/2013,No
Expense,JamesR,Conway,Wood,UUU-Project,Slip: e2175,9/29/2013,Yes
Expense,SamS,Cummington,First aid,,Slip: e2176,9/29/2013,No
Expense,ShawnR,Dalton,Plants,AAA-Project,Slip: e2177,9/30/2013,No
Expense,TomH,Danvers,Landscape Supplies,DANVE-Project01,Slip: e2178,9/30/2013,No
Expense,CoreyM,Dartmouth,Snacks,DARTM-Project02,Slip: e2179,9/30/2013,No
Expense,ElvisP,Dedham,Consultants,EEE-Project,Slip: e2180,9/30/2013,No
Expense,JamesR,Deerfield,Hand Tools,III-Project,Slip: e2181,9/30/2013,No
Expense,SamS,Dennis,Power Tools,OOO-Project,Slip: e2182,9/30/2013,No
Expense,ShawnR,Dighton,Cleanup Supplies,UUU-Project,Slip: e2183,9/30/2013,No
Expense,TomH,Douglas,Pavers,,Slip: e2184,9/30/2013,No
Expense,CoreyM,Dover,Wood,AAA-Project,Slip: e2185,10/1/2013,No
Expense,ElvisP,Dracut,First aid,DRACU-Project01,Slip: e2186,10/1/2013,No
Expense,JamesR,Dudley,Plants,DUDLE-Project02,Slip: e2187,10/1/2013,No
Expense,SamS,Dunstable,Landscape Supplies,EEE-Project,Slip: e2188,10/1/2013,No
Expense,ShawnR,Duxbury,Snacks,III-Project,Slip: e2189,10/1/2013,No
Expense,TomH,East Bridgewater,Consultants,OOO-Project,Slip: e2190,10/1/2013,No
Expense,CoreyM,East Brookfield,Hand Tools,UUU-Project,Slip: e2191,10/1/2013,No
Expense,ElvisP,East Longmeadow,Power Tools,,Slip: e2192,10/1/2013,No
Expense,JamesR,Eastham,Cleanup Supplies,AAA-Project,Slip: e2193,10/2/2013,No
Expense,SamS,Easthampton,Pavers,EASTH-Project01,Slip: e2194,10/2/2013,No
Expense,ShawnR,Easton,Wood,EASTO-Project02,Slip: e2195,10/2/2013,No
Expense,TomH,Edgartown,First aid,EEE-Project,Slip: e2196,10/2/2013,No
Expense,CoreyM,Egremont,Plants,III-Project,Slip: e2197,10/2/2013,No
Expense,ElvisP,Erving,Landscape Supplies,OOO-Project,Slip: e2198,10/2/2013,No
Expense,JamesR,Essex,Snacks,UUU-Project,Slip: e2199,10/2/2013,No
Expense,SamS,Everett,Consultants,,Slip: e2200,10/2/2013,Yes
Expense,ShawnR,Fairhaven,Hand Tools,AAA-Project,Slip: e2201,10/3/2013,No
Expense,TomH,Fall River,Power Tools,EEE-Project,Slip: e2202,10/3/2013,No
Expense,CoreyM,Falmouth,Cleanup Supplies,FALMO-Project01,Slip: e2203,10/3/2013,No
Expense,ElvisP,Fitchburg,Pavers,FITCH-Project02,Slip: e2204,10/3/2013,No
Expense,JamesR,Florida,Wood,III-Project,Slip: e2205,10/3/2013,No
Expense,SamS,Foxborough,First aid,OOO-Project,Slip: e2206,10/3/2013,No
Expense,ShawnR,Framingham,Plants,UUU-Project,Slip: e2207,10/3/2013,No
Expense,TomH,Franklin,Landscape Supplies,,Slip: e2208,10/3/2013,No
Expense,CoreyM,Freetown,Snacks,AAA-Project,Slip: e2209,10/4/2013,No
Expense,ElvisP,Gardner,Consultants,EEE-Project,Slip: e2210,10/4/2013,No
Expense,JamesR,Georgetown,Hand Tools,GEORG-Project01,Slip: e2211,10/4/2013,No
Expense,SamS,Gill,Power Tools,GILL-Project02,Slip: e2212,10/4/2013,No
Expense,ShawnR,Gloucester,Cleanup Supplies,III-Project,Slip: e2213,10/4/2013,No
Expense,TomH,Goshen,Pavers,OOO-Project,Slip: e2214,10/4/2013,No
Expense,CoreyM,Gosnold,Wood,UUU-Project,Slip: e2215,10/4/2013,No
Expense,ElvisP,Grafton,First aid,,Slip: e2216,10/4/2013,No
Expense,JamesR,Granby,Plants,AAA-Project,Slip: e2217,10/5/2013,No
Expense,SamS,Granville,Landscape Supplies,EEE-Project,Slip: e2218,10/5/2013,No
Expense,ShawnR,Great Barrington,Snacks,GREAT-Project01,Slip: e2219,10/5/2013,No
Expense,TomH,Greenfield,Consultants,GREEN-Project02,Slip: e2220,10/5/2013,No
Expense,CoreyM,Groton,Hand Tools,III-Project,Slip: e2221,10/5/2013,No
Expense,ElvisP,Groveland,Power Tools,OOO-Project,Slip: e2222,10/5/2013,No
Expense,JamesR,Hadley,Cleanup Supplies,UUU-Project,Slip: e2223,10/5/2013,No
Expense,SamS,Halifax,Pavers,,Slip: e2224,10/5/2013,No
Expense,ShawnR,Hamilton,Wood,AAA-Project,Slip: e2225,10/6/2013,Yes
Expense,TomH,Hampden,First aid,EEE-Project,Slip: e2226,10/6/2013,No
Expense,CoreyM,Hancock,Plants,HANCO-Project01,Slip: e2227,10/6/2013,No
Expense,ElvisP,Hanover,Landscape Supplies,HANOV-Project02,Slip: e2228,10/6/2013,No
Expense,JamesR,Hanson,Snacks,III-Project,Slip: e2229,10/6/2013,No
Expense,SamS,Hardwick,Consultants,OOO-Project,Slip: e2230,10/6/2013,No
Expense,ShawnR,Harvard,Hand Tools,UUU-Project,Slip: e2231,10/6/2013,No
Expense,TomH,Harwich,Power Tools,,Slip: e2232,10/6/2013,No
Expense,CoreyM,Hatfield,Cleanup Supplies,AAA-Project,Slip: e2233,10/7/2013,No
Expense,ElvisP,Haverhill,Pavers,EEE-Project,Slip: e2234,10/7/2013,No
Expense,JamesR,Hawley,Wood,HAWLE-Project01,Slip: e2235,10/7/2013,No
Expense,SamS,Heath,First aid,HEATH-Project02,Slip: e2236,10/7/2013,No
Expense,ShawnR,Hingham,Plants,III-Project,Slip: e2237,10/7/2013,No
Expense,TomH,Hinsdale,Landscape Supplies,OOO-Project,Slip: e2238,10/7/2013,No
Expense,CoreyM,Holbrook,Snacks,UUU-Project,Slip: e2239,10/7/2013,No
Expense,ElvisP,Holden,Consultants,,Slip: e2240,10/7/2013,No
Expense,JamesR,Holland,Hand Tools,AAA-Project,Slip: e2241,10/8/2013,No
Expense,SamS,Holliston,Power Tools,EEE-Project,Slip: e2242,10/8/2013,No
Expense,ShawnR,Holyoke,Cleanup Supplies,HOLYO-Project01,Slip: e2243,10/8/2013,No
Expense,TomH,Hopedale,Pavers,HOPED-Project02,Slip: e2244,10/8/2013,No
Expense,CoreyM,Hopkinton,Wood,III-Project,Slip: e2245,10/8/2013,No
Expense,ElvisP,Hubbardston,First aid,OOO-Project,Slip: e2246,10/8/2013,No
Expense,JamesR,Hudson,Plants,UUU-Project,Slip: e2247,10/8/2013,No
Expense,SamS,Hull,Landscape Supplies,,Slip: e2248,10/8/2013,No
Expense,ShawnR,Huntington,Snacks,AAA-Project,Slip: e2249,10/9/2013,No
Expense,TomH,Ipswich,Consultants,EEE-Project,Slip: e2250,10/9/2013,Yes
Expense,CoreyM,Kingston,Hand Tools,III-Project,Slip: e2251,10/9/2013,No
Expense,ElvisP,Lakeville,Power Tools,LAKEV-Project01,Slip: e2252,10/9/2013,No
Expense,JamesR,Lancaster,Cleanup Supplies,LANCA-Project02,Slip: e2253,10/9/2013,No
Expense,SamS,Lanesborough,Pavers,OOO-Project,Slip: e2254,10/9/2013,No
Expense,ShawnR,Lawrence,Wood,UUU-Project,Slip: e2255,10/9/2013,No
Expense,TomH,Lee,First aid,,Slip: e2256,10/9/2013,No
Expense,CoreyM,Leicester,Plants,AAA-Project,Slip: e2257,10/10/2013,No
Expense,ElvisP,Lenox,Landscape Supplies,EEE-Project,Slip: e2258,10/10/2013,No
Expense,JamesR,Leominster,Snacks,III-Project,Slip: e2259,10/10/2013,No
Expense,SamS,Leverett,Consultants,LEVER-Project01,Slip: e2260,10/10/2013,No
Expense,ShawnR,Lexington,Hand Tools,LEXIN-Project02,Slip: e2261,10/10/2013,No
Expense,TomH,Leyden,Power Tools,OOO-Project,Slip: e2262,10/10/2013,No
Expense,CoreyM,Lincoln,Cleanup Supplies,UUU-Project,Slip: e2263,10/10/2013,No
Expense,ElvisP,Littleton,Pavers,,Slip: e2264,10/10/2013,No
Expense,JamesR,Longmeadow,Wood,AAA-Project,Slip: e2265,10/11/2013,No
Expense,SamS,Lowell,First aid,EEE-Project,Slip: e2266,10/11/2013,No
Expense,ShawnR,Ludlow,Plants,III-Project,Slip: e2267,10/11/2013,No
Expense,TomH,Lunenburg,Landscape Supplies,LUNEN-Project01,Slip: e2268,10/11/2013,No
Expense,CoreyM,Lynn,Snacks,LYNN-Project02,Slip: e2269,10/11/2013,No
Expense,ElvisP,Lynnfield,Consultants,OOO-Project,Slip: e2270,10/11/2013,No
Expense,JamesR,Malden,Hand Tools,UUU-Project,Slip: e2271,10/11/2013,No
Expense,SamS,Manchester-by-the-Sea,Power Tools,,Slip: e2272,10/11/2013,No
Expense,ShawnR,Mansfield,Cleanup Supplies,AAA-Project,Slip: e2273,10/12/2013,No
Expense,TomH,Marblehead,Pavers,EEE-Project,Slip: e2274,10/12/2013,No
Expense,CoreyM,Marion,Wood,III-Project,Slip: e2275,10/12/2013,Yes
Expense,ElvisP,Marlborough,First aid,MARLB-Project01,Slip: e2276,10/12/2013,No
Expense,JamesR,Marshfield,Plants,MARSH-Project02,Slip: e2277,10/12/2013,No
Expense,SamS,Mashpee,Landscape Supplies,OOO-Project,Slip: e2278,10/12/2013,No
Expense,ShawnR,Mattapoisett,Snacks,UUU-Project,Slip: e2279,10/12/2013,No
Expense,TomH,Maynard,Consultants,,Slip: e2280,10/12/2013,No
Expense,CoreyM,Medfield,Hand Tools,AAA-Project,Slip: e2281,10/13/2013,No
Expense,ElvisP,Medford,Power Tools,EEE-Project,Slip: e2282,10/13/2013,No
Expense,JamesR,Medway,Cleanup Supplies,III-Project,Slip: e2283,10/13/2013,No
Expense,SamS,Melrose,Pavers,MELRO-Project01,Slip: e2284,10/13/2013,No
Expense,ShawnR,Mendon,Wood,MENDO-Project02,Slip: e2285,10/13/2013,No
Expense,TomH,Merrimac,First aid,OOO-Project,Slip: e2286,10/13/2013,No
Expense,CoreyM,Methuen,Plants,UUU-Project,Slip: e2287,10/13/2013,No
Expense,ElvisP,Middleborough,Landscape Supplies,,Slip: e2288,10/13/2013,No
Expense,JamesR,Middlefield,Snacks,AAA-Project,Slip: e2289,10/14/2013,No
Expense,SamS,Middleton,Consultants,EEE-Project,Slip: e2290,10/14/2013,No
Expense,ShawnR,Milford,Hand Tools,III-Project,Slip: e2291,10/14/2013,No
Expense,TomH,Millbury,Power Tools,MILLB-Project01,Slip: e2292,10/14/2013,No
Expense,CoreyM,Millis,Cleanup Supplies,MILLI-Project02,Slip: e2293,10/14/2013,No
Expense,ElvisP,Millville,Pavers,OOO-Project,Slip: e2294,10/14/2013,No
Expense,JamesR,Milton,Wood,UUU-Project,Slip: e2295,10/14/2013,No
Expense,SamS,Monroe,First aid,,Slip: e2296,10/14/2013,No
Expense,ShawnR,Monson,Plants,AAA-Project,Slip: e2297,10/15/2013,No
Expense,TomH,Montague,Landscape Supplies,EEE-Project,Slip: e2298,10/15/2013,No
Expense,CoreyM,Monterey,Snacks,III-Project,Slip: e2299,10/15/2013,No
Expense,ElvisP,Montgomery,Consultants,MONTG-Project01,Slip: e2300,10/15/2013,Yes
Expense,JamesR,Mount Washington,Hand Tools,MOUNT-Project02,Slip: e2301,10/15/2013,No
Expense,SamS,Nahant,Power Tools,OOO-Project,Slip: e2302,10/15/2013,No
Expense,ShawnR,Nantucket,Cleanup Supplies,UUU-Project,Slip: e2303,10/15/2013,No
Expense,TomH,Natick,Pavers,,Slip: e2304,10/15/2013,No
Expense,CoreyM,Needham,Wood,AAA-Project,Slip: e2305,10/16/2013,No
Expense,ElvisP,New Ashford,First aid,EEE-Project,Slip: e2306,10/16/2013,No
Expense,JamesR,New Bedford,Plants,III-Project,Slip: e2307,10/16/2013,No
Expense,SamS,New Braintree,Landscape Supplies,NEWBR-Project01,Slip: e2308,10/16/2013,No
Expense,ShawnR,New Marlborough,Snacks,NEWMA-Project02,Slip: e2309,10/16/2013,No
Expense,TomH,New Salem,Consultants,OOO-Project,Slip: e2310,10/16/2013,No
Expense,CoreyM,Newbury,Hand Tools,UUU-Project,Slip: e2311,10/16/2013,No
Expense,ElvisP,Newburyport,Power Tools,,Slip: e2312,10/16/2013,No
Expense,JamesR,Newton,Cleanup Supplies,AAA-Project,Slip: e2313,10/17/2013,No
Expense,SamS,Norfolk,Pavers,EEE-Project,Slip: e2314,10/17/2013,No
